State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,Coimbatore,2003,Rabi,Gram,2853.1,1719.4
Uttar Pradesh,Meerut,2006,Rabi,Wheat,3017.4,8770.5
Maharashtra,Nashik,2004,Kharif,Jowar,3614.0,5271.1
Tamil Nadu,Coimbatore,2011,Rabi,Potato,2597.6,42769.0
Maharashtra,Nashik,2010,Rabi,Gram,2503.4,2555.9
Uttar Pradesh,Lucknow,2005,Rabi,Wheat,7087.1,23165.3
Uttar Pradesh,Kanpur,2002,Kharif,Tur,6572.9,6455.7
Bihar,Bhagalpur,2011,Rabi,Groundnut,2065.2,3198.8
Punjab,Ludhiana,2014,Whole Year,Potato,1603.9,31512.8
Bihar,Bhagalpur,2002,Whole Year,Banana,3008.6,93601.4
Haryana,Karnal,2011,Kharif,Cotton,1807.2,686.8
Tamil Nadu,Salem,2006,Rabi,Jowar,3107.4,2336.5
Tamil Nadu,Coimbatore,2002,Kharif,Jowar,2869.9,2939.0
Haryana,Hisar,2006,Rabi,Onion,7583.1,116787.2
Haryana,Rohtak,2010,Whole Year,Sugarcane,3037.6,232241.8
Uttar Pradesh,Meerut,2003,Rabi,Groundnut,3540.8,3692.7
Uttar Pradesh,Lucknow,2012,Rabi,Groundnut,4195.1,3140.2
Tamil Nadu,Salem,2011,Kharif,Rice,4087.4,10648.5
Bihar,Patna,2010,Rabi,Groundnut,2564.7,3742.0
Uttar Pradesh,Lucknow,2011,Kharif,Bajra,4270.0,7157.6
Madhya Pradesh,Bhopal,2006,Kharif,Jowar,1825.3,2411.7
Punjab,Patiala,2007,Kharif,Maize,639.8,2068.8
Karnataka,Mysore,2011,Kharif,Rice,9810.2,29203.2
Tamil Nadu,Thanjavur,2009,Kharif,Cotton,7711.0,1486.3
Haryana,Rohtak,2014,Rabi,Groundnut,2132.5,3184.7
Karnataka,Mysore,2008,Rabi,Jowar,1605.1,1823.3
Maharashtra,Pune,2001,Kharif,Bajra,1173.6,1721.9
Punjab,Patiala,2011,Kharif,Tur,1051.4,1278.0
Andhra Pradesh,Krishna,2011,Kharif,Rice,4418.4,11117.9
Uttar Pradesh,Meerut,2004,Rabi,Groundnut,4723.8,6546.0
Andhra Pradesh,Guntur,2004,Whole Year,Potato,2178.0,
Bihar,Patna,2013,Rabi,Mustard,,5650.3
Andhra Pradesh,Guntur,2004,Whole Year,Sugarcane,2023.2,175688.2
Karnataka,Hassan,2003,Rabi,Groundnut,7724.3,9002.0
Uttar Pradesh,Kanpur,2012,Kharif,Tur,3008.6,2610.8
Madhya Pradesh,Bhopal,2011,Kharif,Cotton,1211.2,745.9
Haryana,Hisar,2006,Whole Year,Rice,2426.8,5440.5
Maharashtra,Nagpur,2013,Kharif,Soyabean,1945.7,2911.4
Andhra Pradesh,Nellore,2003,Rabi,Gram,658.1,713.2
Andhra Pradesh,Krishna,2009,Kharif,Jowar,3716.2,4426.9
Andhra Pradesh,Krishna,2009,Kharif,Cotton,4511.5,1437.5
Bihar,Patna,2007,Kharif,Tur,4498.4,3925.2
Karnataka,Hassan,2003,Kharif,Maize,6406.3,15783.5
Haryana,Rohtak,2002,Rabi,Jowar,1738.2,1818.6
West Bengal,Hooghly,2007,Kharif,Soyabean,4818.7,6137.7
Andhra Pradesh,Guntur,2003,Rabi,Potato,1708.9,44687.4
Karnataka,Mysore,2002,Kharif,Cotton,4206.3,2318.1
Uttar Pradesh,Meerut,2011,Rabi,Groundnut,3705.2,4539.7
Haryana,Hisar,2002,Kharif,Maize,8494.0,17699.9
Maharashtra,Nashik,2010,Kharif,Cotton,1696.8,1104.2
Maharashtra,Nagpur,2013,Whole Year,Potato,6194.2,134590.9
West Bengal,Bardhaman,2001,Rabi,Potato,2405.5,33152.2
Punjab,Ludhiana,2008,Whole Year,Rice,5255.8,15593.8
Bihar,Bhagalpur,2002,Kharif,Tur,571.1,485.0
Karnataka,Mysore,2001,Kharif,Tur,3114.4,1862.0
Haryana,Rohtak,2005,Rabi,Jowar,6105.3,4667.0
Punjab,Amritsar,2004,Rabi,Groundnut,2077.6,2606.4
Karnataka,Belgaum,2008,Kharif,Jowar,764.9,883.1
West Bengal,Nadia,2011,Whole Year,Banana,4655.7,232961.3
Tamil Nadu,Salem,2002,Kharif,Tur,3110.5,1921.5
Maharashtra,Pune,2003,Kharif,Rice,4513.5,14265.5
Karnataka,Mysore,2014,Kharif,Rice,1096.1,2577.9
Haryana,Karnal,2004,Whole Year,Potato,856.3,15455.8
Karnataka,Hassan,2014,Kharif,Rice,2462.3,6062.9
Karnataka,Hassan,2014,Rabi,Groundnut,5910.8,8420.9
Haryana,Hisar,2009,Whole Year,Sugarcane,2280.9,138019.0
Maharashtra,Nashik,2002,Rabi,Mustard,3036.7,5289.7
Haryana,Rohtak,2013,Rabi,Jowar,1762.8,1640.1
West Bengal,Hooghly,2009,Kharif,Bajra,2520.0,4336.9
Tamil Nadu,Coimbatore,2012,Kharif,Onion,3709.2,33369.1
Haryana,Hisar,2009,Kharif,Groundnut,4840.6,6554.6
Andhra Pradesh,Nellore,2002,Whole Year,Sugarcane,2386.5,170706.8
Haryana,Rohtak,2003,Rabi,Jowar,3139.0,2033.6
Karnataka,Mysore,2004,Kharif,Rice,2606.0,8311.9
Bihar,Patna,2002,Kharif,Bajra,6006.2,10166.6
West Bengal,Nadia,2005,Whole Year,Rice,3281.0,10938.8
West Bengal,Bardhaman,2004,Kharif,Onion,1055.8,16768.9
Bihar,Patna,2011,Kharif,Jowar,1830.7,1945.5
Tamil Nadu,Salem,2003,Rabi,Wheat,8076.8,21443.6
Tamil Nadu,Thanjavur,2011,Rabi,Gram,2527.7,2707.4
West Bengal,Nadia,2006,Kharif,Rice,4127.1,15680.8
West Bengal,Hooghly,2014,Kharif,Maize,2256.0,
Haryana,Hisar,2012,Kharif,Tur,1161.0,709.6
Madhya Pradesh,Bhopal,2005,Kharif,Rice,1188.2,3756.5
Uttar Pradesh,Meerut,2001,Rabi,Maize,2368.8,5441.1
Uttar Pradesh,Lucknow,2009,Whole Year,Banana,5075.9,151567.0
Tamil Nadu,Salem,2002,Kharif,Rice,4564.1,7489.0
Bihar,Bhagalpur,2011,Whole Year,Potato,2640.2,47410.5
Haryana,Rohtak,2013,Rabi,Mustard,3503.8,4889.7
Punjab,Patiala,2010,Kharif,Onion,3265.3,83711.0
Punjab,Patiala,2007,Kharif,Groundnut,1155.7,2103.6
Andhra Pradesh,Guntur,2002,Rabi,Potato,3041.9,84351.6
Maharashtra,Nashik,2002,Rabi,Maize,3669.6,10316.0
Tamil Nadu,Salem,2012,Rabi,Mustard,3590.2,3933.0
West Bengal,Hooghly,2011,Kharif,Onion,1924.7,31082.8
Karnataka,Mysore,2005,Rabi,Groundnut,3571.2,6287.2
West Bengal,Bardhaman,2006,Whole Year,Sugarcane,1839.9,117089.0
Maharashtra,Pune,2009,Rabi,Onion,,59679.8
West Bengal,Bardhaman,2002,Kharif,Bajra,1672.0,2643.4
Punjab,Ludhiana,2005,Kharif,Rice,2604.3,8891.0
West Bengal,Bardhaman,2014,Whole Year,Banana,2077.4,65993.8
Tamil Nadu,Thanjavur,2014,Rabi,Wheat,3198.2,9593.3
Punjab,Amritsar,2014,Kharif,Groundnut,3781.5,5089.6
Maharashtra,Nashik,2012,Kharif,Jowar,816.6,846.2
Uttar Pradesh,Meerut,2008,Kharif,Cotton,2343.3,804.4
Madhya Pradesh,Bhopal,2001,Whole Year,Potato,7371.0,181280.3
Punjab,Patiala,2004,Whole Year,Sugarcane,3118.4,240945.7
Madhya Pradesh,Ujjain,2010,Rabi,Groundnut,1390.6,1891.0
Haryana,Karnal,2001,Rabi,Wheat,1917.6,4373.4
Andhra Pradesh,Nellore,2008,Whole Year,Potato,1793.2,40058.8
Madhya Pradesh,Bhopal,2002,Kharif,Onion,1393.5,24273.3
Bihar,Bhagalpur,2008,Rabi,Groundnut,1086.7,1023.0
Karnataka,Hassan,2010,Rabi,Maize,1097.8,2045.0
Punjab,Patiala,2006,Whole Year,Banana,1461.5,63707.8
Tamil Nadu,Coimbatore,2007,Kharif,Bajra,1769.1,2237.8
Andhra Pradesh,Krishna,2012,Rabi,Onion,3958.0,82155.7
Bihar,Gaya,2010,Rabi,Groundnut,1083.4,1113.0
Karnataka,Belgaum,2001,Kharif,Soyabean,5542.1,6984.0
West Bengal,Hooghly,2008,Kharif,Jowar,1507.3,1670.9
Punjab,Amritsar,2004,Kharif,Onion,1626.1,26906.9
Punjab,Patiala,2012,Rabi,Potato,1938.2,54879.5
Punjab,Ludhiana,2003,Rabi,Maize,1908.3,5040.4
Madhya Pradesh,Bhopal,2001,Kharif,Cotton,2060.6,1189.5
Tamil Nadu,Thanjavur,2014,Rabi,Mustard,3178.7,3079.1
Punjab,Ludhiana,2009,Kharif,Maize,2056.9,6336.7
Maharashtra,Pune,2010,Whole Year,Sugarcane,1384.8,131738.0
Uttar Pradesh,Lucknow,2002,Whole Year,Potato,770.0,12262.8
Uttar Pradesh,Lucknow,2007,Kharif,Cotton,4830.3,2306.4
Haryana,Hisar,2013,Whole Year,Sugarcane,1990.3,112629.0
Uttar Pradesh,Meerut,2005,Rabi,Onion,5762.6,80593.3
Uttar Pradesh,Lucknow,2005,Rabi,Maize,6715.0,16362.5
Maharashtra,Nashik,2007,Rabi,Mustard,1164.0,1893.0
West Bengal,Hooghly,2005,Rabi,Potato,4228.2,90711.8
Maharashtra,Pune,2008,Rabi,Maize,2903.0,8432.4
Bihar,Gaya,2014,Kharif,Groundnut,4612.0,5760.0
Karnataka,Hassan,2005,Kharif,Maize,1746.5,
Madhya Pradesh,Bhopal,2001,Rabi,Groundnut,1364.6,2492.4
Haryana,Rohtak,2003,Rabi,Maize,1189.4,2350.7
Uttar Pradesh,Kanpur,2002,Kharif,Cotton,1866.8,805.7
Madhya Pradesh,Indore,2006,Rabi,Onion,2487.6,42389.9
Tamil Nadu,Salem,2006,Kharif,Jowar,2198.1,1562.8
Madhya Pradesh,Indore,2010,Kharif,Jowar,2613.1,3294.9
Andhra Pradesh,Nellore,2003,Whole Year,Banana,3134.5,148566.8
Karnataka,Hassan,2010,Whole Year,Rice,3927.3,9785.9
Punjab,Ludhiana,2008,Kharif,Cotton,3749.7,1557.2
Tamil Nadu,Thanjavur,2005,Rabi,Gram,3084.4,3637.6
Madhya Pradesh,Bhopal,2013,Whole Year,Rice,5240.0,18565.2
Punjab,Ludhiana,2004,Kharif,Tur,779.9,631.3
Andhra Pradesh,Krishna,2014,Kharif,Tur,2556.0,2621.6
Karnataka,Belgaum,2006,Kharif,Groundnut,,4293.5
Haryana,Hisar,2002,Rabi,Groundnut,2896.9,1752.3
West Bengal,Hooghly,2009,Rabi,Maize,3521.1,9051.2
Madhya Pradesh,Indore,2001,Rabi,Wheat,2665.3,9755.9
Andhra Pradesh,Guntur,2010,Rabi,Groundnut,5568.3,8460.4
Uttar Pradesh,Lucknow,2012,Whole Year,Potato,810.2,13901.2
Andhra Pradesh,Nellore,2013,Rabi,Gram,173.9,203.6
Bihar,Bhagalpur,2011,Rabi,Maize,2864.9,7810.7
Andhra Pradesh,Krishna,2001,Rabi,Jowar,3894.0,3847.8
Uttar Pradesh,Kanpur,2010,Kharif,Onion,3726.2,60283.6
Karnataka,Mysore,2003,Kharif,Soyabean,3430.5,4522.4
Maharashtra,Nagpur,2013,Kharif,Rice,1648.4,6768.0
Karnataka,Belgaum,2001,Whole Year,Potato,5056.8,114161.0
Tamil Nadu,Coimbatore,2005,Rabi,Wheat,2969.6,9463.6
Uttar Pradesh,Lucknow,2004,Kharif,Tur,2373.0,1551.4
West Bengal,Hooghly,2012,Whole Year,Sugarcane,7346.3,607846.1
Maharashtra,Pune,2008,Kharif,Soyabean,1844.5,2060.1
West Bengal,Nadia,2003,Kharif,Rice,2931.9,10219.2
Tamil Nadu,Salem,2010,Rabi,Jowar,1652.6,918.1
Madhya Pradesh,Indore,2002,Rabi,Wheat,1608.6,5560.7
Maharashtra,Nagpur,2005,Kharif,Rice,2317.0,6974.9
West Bengal,Bardhaman,2010,Kharif,Jowar,2523.7,2831.3
Uttar Pradesh,Kanpur,2007,Rabi,Mustard,4678.1,5867.6
Madhya Pradesh,Indore,2006,Rabi,Jowar,1385.0,1843.6
Tamil Nadu,Thanjavur,2003,Whole Year,Sugarcane,7617.9,492303.1
Tamil Nadu,Thanjavur,2009,Kharif,Groundnut,4552.6,5160.2
Punjab,Patiala,2006,Whole Year,Potato,2217.2,52704.3
Bihar,Patna,2007,Rabi,Onion,2691.9,19139.7
Andhra Pradesh,Krishna,2011,Rabi,Jowar,,1686.5
Punjab,Amritsar,2004,Kharif,Cotton,3760.3,1454.3
Punjab,Amritsar,2010,Kharif,Cotton,3334.3,1720.4
Uttar Pradesh,Lucknow,2009,Rabi,Potato,1545.9,28234.7
Karnataka,Mysore,2007,Kharif,Maize,1977.1,3714.0
Karnataka,Belgaum,2007,Rabi,Gram,2834.2,2263.0
Maharashtra,Nashik,2002,Rabi,Jowar,4142.6,6225.0
Maharashtra,Nagpur,2011,Kharif,Cotton,613.4,276.0
Punjab,Patiala,2013,Whole Year,Potato,719.4,14400.7
Tamil Nadu,Salem,2008,Rabi,Onion,2848.0,41811.7
Tamil Nadu,Coimbatore,2011,Rabi,Onion,5556.0,67900.0
Bihar,Bhagalpur,2001,Kharif,Jowar,900.2,795.2
Punjab,Amritsar,2003,Rabi,Wheat,1036.9,2896.9
Haryana,Karnal,2014,Rabi,Maize,1944.7,3642.4
Haryana,Hisar,2011,Rabi,Gram,6396.2,5945.8
Madhya Pradesh,Ujjain,2005,Rabi,Onion,5831.3,114478.5
Haryana,Hisar,2006,Rabi,Groundnut,7532.9,3940.2
Andhra Pradesh,Guntur,2001,Rabi,Wheat,2853.3,11736.0
Maharashtra,Pune,2014,Kharif,Onion,1266.5,24402.0
Andhra Pradesh,Nellore,2014,Rabi,Onion,4590.1,
Punjab,Amritsar,2003,Rabi,Maize,682.2,1771.8
Haryana,Karnal,2012,Whole Year,Banana,5315.1,177333.8
Madhya Pradesh,Indore,2008,Rabi,Maize,2777.2,9333.9
Karnataka,Hassan,2008,Whole Year,Rice,9410.7,27376.4
West Bengal,Nadia,2013,Whole Year,Rice,3652.2,13251.5
Karnataka,Hassan,2012,Whole Year,Rice,704.4,1764.8
Andhra Pradesh,Krishna,2004,Kharif,Jowar,982.6,951.1
Madhya Pradesh,Ujjain,2004,Rabi,Groundnut,2271.3,2876.7
Maharashtra,Nagpur,2003,Whole Year,Banana,7581.7,300764.5
Uttar Pradesh,Lucknow,2008,Rabi,Gram,3074.3,2775.2
Tamil Nadu,Thanjavur,2005,Rabi,Jowar,9502.6,11285.3
Karnataka,Mysore,2004,Kharif,Groundnut,5248.2,7769.0
Uttar Pradesh,Lucknow,2008,Rabi,Maize,1730.4,4278.9
West Bengal,Bardhaman,2014,Kharif,Cotton,2994.7,1269.2
Bihar,Patna,2008,Rabi,Jowar,2621.2,3379.6
Andhra Pradesh,Krishna,2002,Rabi,Onion,1126.2,14707.7
Madhya Pradesh,Ujjain,2011,Kharif,Soyabean,2819.9,3971.4
Uttar Pradesh,Meerut,2007,Whole Year,Rice,7017.0,17355.9
Tamil Nadu,Coimbatore,2007,Rabi,Groundnut,2523.5,2925.3
Tamil Nadu,Thanjavur,2013,Rabi,Potato,5250.6,119164.7
Andhra Pradesh,Krishna,2005,Rabi,Gram,2012.8,1820.6
Karnataka,Hassan,2002,Whole Year,Sugarcane,3661.0,199379.3
Tamil Nadu,Coimbatore,2003,Kharif,Groundnut,1643.8,1606.4
Haryana,Rohtak,2001,Kharif,Maize,4865.8,12537.4
Punjab,Ludhiana,2013,Kharif,Bajra,2423.6,4053.4
Madhya Pradesh,Indore,2009,Kharif,Jowar,5987.9,9269.3
Bihar,Patna,2006,Rabi,Wheat,4787.4,14656.2
Madhya Pradesh,Bhopal,2010,Kharif,Jowar,8327.2,10368.8
Maharashtra,Nashik,2007,Rabi,Potato,2895.0,71184.6
Karnataka,Belgaum,2010,Rabi,Potato,4669.5,100664.4
Punjab,Patiala,2013,Kharif,Groundnut,6691.4,12073.5
Punjab,Ludhiana,2003,Rabi,Groundnut,2862.3,
West Bengal,Bardhaman,2014,Whole Year,Rice,5670.6,21318.1
Maharashtra,Nagpur,2009,Rabi,Groundnut,2052.1,3438.2
Karnataka,Belgaum,2003,Rabi,Gram,2864.8,
Tamil Nadu,Thanjavur,2007,Kharif,Jowar,3493.2,3310.3
Maharashtra,Nagpur,2007,Kharif,Rice,1488.2,5324.9
Punjab,Ludhiana,2010,Rabi,Mustard,4874.2,9309.5
Punjab,Amritsar,2006,Whole Year,Banana,1298.1,53053.0
Bihar,Gaya,2007,Rabi,Mustard,1272.5,1611.4
Uttar Pradesh,Lucknow,2007,Kharif,Tur,2426.4,1031.0
Bihar,Bhagalpur,2009,Whole Year,Potato,1497.8,
Haryana,Karnal,2006,Kharif,Jowar,2602.1,2186.0
Haryana,Rohtak,2008,Rabi,Gram,9422.3,8305.4
Karnataka,Hassan,2003,Whole Year,Banana,1402.1,39930.0
Haryana,Rohtak,2014,Rabi,Maize,2944.3,7220.0
Haryana,Karnal,2007,Kharif,Jowar,5533.4,5980.7
Haryana,Karnal,2005,Rabi,Potato,957.3,11559.9
Madhya Pradesh,Bhopal,2010,Kharif,Onion,2375.9,47179.9
Madhya Pradesh,Bhopal,2001,Rabi,Jowar,7332.5,8217.7
Andhra Pradesh,Krishna,2010,Rabi,Gram,2586.8,3255.6
West Bengal,Nadia,2007,Kharif,Cotton,3009.4,1485.8
West Bengal,Hooghly,2013,Whole Year,Banana,8917.0,
Karnataka,Mysore,2011,Rabi,Maize,1012.2,2364.5
West Bengal,Bardhaman,2008,Rabi,Potato,2957.4,65244.8
Maharashtra,Nagpur,2012,Whole Year,Potato,1169.8,31077.6
West Bengal,Nadia,2013,Rabi,Gram,1428.7,1686.9
Madhya Pradesh,Bhopal,2013,Rabi,Onion,1096.6,24182.6
Haryana,Hisar,2006,Rabi,Mustard,3665.6,3757.0
Karnataka,Belgaum,2014,Whole Year,Potato,2564.1,54858.5
Andhra Pradesh,Guntur,2011,Kharif,Jowar,1871.0,2994.9
Punjab,Amritsar,2014,Kharif,Soyabean,1828.1,2081.9
Uttar Pradesh,Kanpur,2002,Kharif,Bajra,1462.4,2212.4
West Bengal,Bardhaman,2011,Rabi,Mustard,1293.6,2177.2
Punjab,Ludhiana,2010,Rabi,Potato,1969.5,49457.3
Bihar,Gaya,2003,Kharif,Rice,1494.5,3948.1
West Bengal,Hooghly,2006,Whole Year,Rice,7220.2,21992.6
Punjab,Amritsar,2002,Kharif,Onion,1967.4,31345.0
Uttar Pradesh,Meerut,2006,Rabi,Groundnut,4730.8,6993.6
Haryana,Karnal,2014,Rabi,Onion,5345.5,60304.8
Andhra Pradesh,Guntur,2005,Kharif,Bajra,1021.0,1990.8
Bihar,Bhagalpur,2008,Whole Year,Sugarcane,1834.1,111358.9
Madhya Pradesh,Bhopal,2006,Rabi,Potato,6047.0,157606.0
Uttar Pradesh,Lucknow,2013,Rabi,Maize,2452.3,5207.3
Uttar Pradesh,Meerut,2011,Rabi,Wheat,2564.0,8173.3
Punjab,Ludhiana,2005,Kharif,Soyabean,2769.4,3197.8
Uttar Pradesh,Lucknow,2014,Whole Year,Potato,5131.5,117207.3
Andhra Pradesh,Guntur,2013,Kharif,Bajra,4252.6,8070.5
Karnataka,Hassan,2013,Rabi,Mustard,,1941.7
Tamil Nadu,Coimbatore,2010,Rabi,Onion,4052.2,67460.9
Tamil Nadu,Coimbatore,2002,Whole Year,Sugarcane,3602.8,228583.6
Karnataka,Mysore,2009,Whole Year,Sugarcane,4870.1,389936.9
Karnataka,Hassan,2002,Rabi,Jowar,2781.0,1244.9
Bihar,Bhagalpur,2001,Kharif,Maize,1078.5,1887.2
Punjab,Ludhiana,2010,Rabi,Gram,573.8,549.5
Uttar Pradesh,Lucknow,2012,Kharif,Tur,1006.1,802.9
Karnataka,Hassan,2005,Rabi,Mustard,1598.2,2494.5
West Bengal,Hooghly,2001,Rabi,Jowar,2563.5,2840.3
Tamil Nadu,Coimbatore,2012,Kharif,Rice,5519.6,11972.0
Tamil Nadu,Thanjavur,2005,Rabi,Groundnut,1179.0,1645.4
Haryana,Rohtak,2004,Whole Year,Potato,6623.7,185615.7
Karnataka,Belgaum,2011,Rabi,Jowar,2526.5,2482.0
Haryana,Karnal,2005,Rabi,Jowar,1595.3,1306.1
Andhra Pradesh,Krishna,2008,Kharif,Soyabean,5295.7,6158.2
Haryana,Karnal,2013,Rabi,Onion,2516.9,44220.0
Karnataka,Belgaum,2003,Whole Year,Banana,1041.9,30364.9
Uttar Pradesh,Kanpur,2013,Kharif,Groundnut,2455.6,3998.9
Madhya Pradesh,Bhopal,2010,Whole Year,Rice,4727.6,17277.6
Maharashtra,Nashik,2010,Rabi,Mustard,3855.9,8102.1
Haryana,Karnal,2001,Rabi,Jowar,11063.4,8357.2
Punjab,Amritsar,2005,Kharif,Bajra,12879.2,16116.6
Madhya Pradesh,Bhopal,2007,Rabi,Onion,1650.0,37287.2
Haryana,Hisar,2010,Kharif,Tur,1960.8,1865.5
Tamil Nadu,Coimbatore,2001,Whole Year,Sugarcane,1167.7,63732.1
Punjab,Ludhiana,2005,Rabi,Mustard,1629.5,2191.0
Punjab,Amritsar,2009,Kharif,Jowar,5639.0,
Karnataka,Mysore,2004,Rabi,Potato,1292.4,26178.6
Tamil Nadu,Salem,2012,Rabi,Onion,4724.3,
Punjab,Ludhiana,2010,Kharif,Bajra,1252.2,2363.5
Haryana,Rohtak,2013,Kharif,Bajra,5739.7,7129.3
Punjab,Amritsar,2014,Rabi,Potato,2490.6,49783.0
Bihar,Bhagalpur,2004,Rabi,Groundnut,1724.1,2180.0
Madhya Pradesh,Bhopal,2010,Whole Year,Banana,2618.0,129575.2
West Bengal,Nadia,2010,Kharif,Cotton,2763.2,1847.4
Karnataka,Mysore,2001,Rabi,Groundnut,2050.4,2076.5
Andhra Pradesh,Guntur,2003,Rabi,Jowar,4879.8,5031.7
Punjab,Patiala,2010,Whole Year,Sugarcane,3610.7,298193.5
Tamil Nadu,Coimbatore,2007,Rabi,Jowar,2612.4,1759.4
Bihar,Gaya,2002,Kharif,Bajra,713.2,709.8
Karnataka,Hassan,2005,Kharif,Groundnut,502.0,576.5
West Bengal,Bardhaman,2002,Kharif,Rice,3682.8,11031.8
Andhra Pradesh,Guntur,2010,Kharif,Tur,3812.1,4422.0
West Bengal,Hooghly,2013,Rabi,Potato,2908.3,72865.7
Andhra Pradesh,Guntur,2005,Whole Year,Sugarcane,1481.2,109911.5
Madhya Pradesh,Indore,2011,Kharif,Bajra,2188.3,4767.0
Madhya Pradesh,Bhopal,2013,Whole Year,Potato,3822.3,
Madhya Pradesh,Ujjain,2007,Kharif,Groundnut,571.0,718.0
Karnataka,Mysore,2006,Kharif,Onion,1695.8,29780.0
Madhya Pradesh,Bhopal,2003,Kharif,Tur,4574.9,4102.8
Bihar,Gaya,2004,Rabi,Mustard,4743.1,6176.8
Bihar,Bhagalpur,2004,Kharif,Jowar,2358.3,1681.9
Tamil Nadu,Thanjavur,2008,Kharif,Jowar,2102.0,2799.8
Madhya Pradesh,Bhopal,2009,Rabi,Onion,4119.5,81129.9
Maharashtra,Nashik,2008,Whole Year,Rice,11111.6,38370.6
Karnataka,Belgaum,2001,Kharif,Cotton,6196.5,2482.0
Tamil Nadu,Salem,2012,Kharif,Tur,2708.1,1785.6
Bihar,Bhagalpur,2005,Whole Year,Sugarcane,2156.3,125331.5
Punjab,Amritsar,2012,Rabi,Potato,2654.1,59952.7
West Bengal,Bardhaman,2001,Whole Year,Rice,2000.7,6446.8
Punjab,Patiala,2013,Rabi,Potato,2356.2,63102.2
Uttar Pradesh,Meerut,2013,Rabi,Groundnut,2374.4,2871.0
Karnataka,Mysore,2002,Rabi,Onion,1944.9,24051.1
Karnataka,Mysore,2003,Rabi,Onion,864.2,10825.8
Tamil Nadu,Coimbatore,2005,Rabi,Gram,1629.0,1032.3
Madhya Pradesh,Ujjain,2014,Rabi,Maize,3703.9,11869.9
Punjab,Patiala,2008,Rabi,Groundnut,2565.7,4495.8
Maharashtra,Nagpur,2008,Kharif,Soyabean,1014.6,1245.6
Madhya Pradesh,Indore,2011,Rabi,Mustard,8006.6,11281.7
Bihar,Gaya,2011,Rabi,Groundnut,2205.6,2237.6
Karnataka,Hassan,2008,Kharif,Rice,1646.5,4212.5
West Bengal,Bardhaman,2002,Whole Year,Rice,1637.3,4619.2
Bihar,Bhagalpur,2007,Whole Year,Rice,1555.9,4086.2
Punjab,Patiala,2002,Kharif,Tur,3474.0,2893.7
Karnataka,Belgaum,2014,Kharif,Cotton,3577.6,2091.2
Madhya Pradesh,Indore,2011,Kharif,Rice,5143.1,16137.8
Tamil Nadu,Coimbatore,2002,Rabi,Onion,1558.0,20799.0
Maharashtra,Nagpur,2001,Kharif,Bajra,2076.7,2513.6
Maharashtra,Nashik,2009,Rabi,Jowar,1682.9,2363.1
West Bengal,Hooghly,2013,Kharif,Jowar,1666.0,1814.4
Andhra Pradesh,Nellore,2007,Rabi,Potato,752.3,18988.4
Uttar Pradesh,Lucknow,2012,Whole Year,Rice,3983.6,8955.1
Maharashtra,Pune,2004,Kharif,Bajra,1345.5,2165.2
Uttar Pradesh,Kanpur,2004,Whole Year,Sugarcane,3969.9,235881.3
Andhra Pradesh,Krishna,2006,Kharif,Soyabean,1052.3,991.2
Punjab,Ludhiana,2013,Kharif,Soyabean,2336.5,3517.4
Madhya Pradesh,Indore,2009,Kharif,Tur,3139.3,2911.0
Madhya Pradesh,Ujjain,2004,Kharif,Maize,3885.4,8434.7
West Bengal,Nadia,2010,Whole Year,Banana,1420.9,79182.2
Bihar,Gaya,2012,Whole Year,Rice,1333.9,3898.1
West Bengal,Hooghly,2010,Whole Year,Sugarcane,3464.2,261910.0
Maharashtra,Nagpur,2002,Rabi,Onion,1398.7,19267.5
Bihar,Gaya,2014,Kharif,Tur,1568.6,1222.7
Andhra Pradesh,Nellore,2013,Rabi,Wheat,3971.1,16443.2
Bihar,Gaya,2008,Kharif,Rice,8486.3,23623.3
Tamil Nadu,Thanjavur,2006,Rabi,Wheat,1090.3,3403.5
Bihar,Patna,2002,Kharif,Onion,2301.3,31119.2
Uttar Pradesh,Lucknow,2011,Rabi,Groundnut,1784.9,2126.6
West Bengal,Bardhaman,2004,Rabi,Wheat,4422.6,15826.8
Maharashtra,Nashik,2013,Whole Year,Potato,1406.1,32803.2
Uttar Pradesh,Meerut,2005,Rabi,Gram,6938.0,6031.7
Uttar Pradesh,Lucknow,2014,Kharif,Tur,8002.2,6455.3
Punjab,Ludhiana,2010,Kharif,Soyabean,3395.8,4815.2
Punjab,Ludhiana,2001,Rabi,Maize,1641.3,4223.8
Karnataka,Mysore,2008,Whole Year,Sugarcane,816.6,66865.6
Uttar Pradesh,Kanpur,2010,Rabi,Jowar,1432.5,1220.8
Haryana,Karnal,2010,Rabi,Wheat,3275.2,7308.2
Punjab,Patiala,2006,Kharif,Groundnut,2177.0,3004.9
Haryana,Rohtak,2003,Rabi,Gram,723.3,556.2
Andhra Pradesh,Nellore,2009,Kharif,Jowar,5441.2,7344.8
Haryana,Rohtak,2014,Rabi,Potato,7570.5,140474.9
Karnataka,Mysore,2014,Rabi,Maize,2266.5,6470.0
Tamil Nadu,Thanjavur,2012,Rabi,Wheat,3437.8,11171.5
Punjab,Patiala,2003,Whole Year,Sugarcane,1520.8,143154.0
Madhya Pradesh,Bhopal,2007,Rabi,Gram,,2974.6
Andhra Pradesh,Krishna,2001,Kharif,Onion,1989.3,29422.1
Andhra Pradesh,Guntur,2003,Whole Year,Potato,4080.2,81924.1
